TERM,term,CRN,Course,ATTR,TITLE,DESCRIPTION,MEETINGDAYS,BLDG_ROOM,CLAS_DAYS,CLASTIME,CLAS_BLDGROOM,CMT1_DAYS,CMT1TIME,CMT1_BLDGROOM,SWAP_ENRL,SWAP_MAXENRL,PROJECTEDENRL,INST_LIN,INSTRUCTOR,XLST_GRP,XLST_CRSE,COLLEG,Sustainable,Justification,Keyword Match,Course WS Match,WS/Sustainable Faculty Match,Prev Identified Match,CC Encounter Match
202440,fall 2024,43742,BIOS 044-114,,Introduction to Integrative and Comparative Biology,Experimental and historical approaches to the analysis of structural and functional properties in organisms. Use of scientific method to study species diversity. Introduction to the analysis of organismal attributes that explain behavioral repertoire and ecological relationships. Prerequisite: BIOS 041,W,BI 105,,-, ,,-, ,15,30,35,875151131,"O'Keeffe, Kayleigh",,,Arts & Sciences,,,,,,,
202440,fall 2024,43743,BIOS 044-115,,Introduction to Integrative and Comparative Biology,Experimental and historical approaches to the analysis of structural and functional properties in organisms. Use of scientific method to study species diversity. Introduction to the analysis of organismal attributes that explain behavioral repertoire and ecological relationships. Prerequisite: BIOS 041,R,BI 105,,-, ,,-, ,31,30,35,875151131,"O'Keeffe, Kayleigh",,,Arts & Sciences,,,,,,,
202440,fall 2024,45078,BIOS 044-116,,Introduction to Integrative and Comparative Biology,Experimental and historical approaches to the analysis of structural and functional properties in organisms. Use of scientific method to study species diversity. Introduction to the analysis of organismal attributes that explain behavioral repertoire and ecological relationships. Prerequisite: BIOS 041,F,BI 110,,-, ,,-, ,13,30,35,875151131,"O'Keeffe, Kayleigh",,,Arts & Sciences,,,,,,,
202440,fall 2024,43733,BIOS 045-060,,Introduction to Integrative and Comparative Biology Laboratory,Experiments and discussions related to the topics covered in BIOS 044; emphasis on experimental design and scientific communication.,M,ST 481,,-, ,,-, ,16,16,16,875151131,"O'Keeffe, Kayleigh",,,Arts & Sciences,,,,,,,
202440,fall 2024,43736,BIOS 045-061,,Introduction to Integrative and Comparative Biology Laboratory,Experiments and discussions related to the topics covered in BIOS 044; emphasis on experimental design and scientific communication.,M,ST 491,,-, ,,-, ,13,16,16,875151131,"O'Keeffe, Kayleigh",,,Arts & Sciences,,,,,,,
202440,fall 2024,43737,BIOS 045-062,,Introduction to Integrative and Comparative Biology Laboratory,Experiments and discussions related to the topics covered in BIOS 044; emphasis on experimental design and scientific communication.,T,ST 481,,-, ,,-, ,15,16,16,875151131,"O'Keeffe, Kayleigh",,,Arts & Sciences,,,,,,,
202440,fall 2024,43738,BIOS 045-063,,Introduction to Integrative and Comparative Biology Laboratory,Experiments and discussions related to the topics covered in BIOS 044; emphasis on experimental design and scientific communication.,T,ST 491,,-, ,,-, ,16,16,16,875151131,"O'Keeffe, Kayleigh",,,Arts & Sciences,,,,,,,
202440,fall 2024,43782,BIOS 045-064,,Introduction to Integrative and Comparative Biology Laboratory,Experiments and discussions related to the topics covered in BIOS 044; emphasis on experimental design and scientific communication.,W,ST 481,,-, ,,-, ,16,16,16,875151131,"O'Keeffe, Kayleigh",,,Arts & Sciences,,,,,,,
202440,fall 2024,43739,BIOS 045-065,,Introduction to Integrative and Comparative Biology Laboratory,Experiments and discussions related to the topics covered in BIOS 044; emphasis on experimental design and scientific communication.,W,ST 491,,-, ,,-, ,15,16,16,875151131,"O'Keeffe, Kayleigh",,,Arts & Sciences,,,,,,,
202440,fall 2024,43803,BIOS 045-066,,Introduction to Integrative and Comparative Biology Laboratory,Experiments and discussions related to the topics covered in BIOS 044; emphasis on experimental design and scientific communication.,R,ST 481,,-, ,,-, ,16,16,16,875151131,"O'Keeffe, Kayleigh",,,Arts & Sciences,,,,,,,
202440,fall 2024,45079,BIOS 045-067,,Introduction to Integrative and Comparative Biology Laboratory,Experiments and discussions related to the topics covered in BIOS 044; emphasis on experimental design and scientific communication.,R,ST 491,,-, ,,-, ,16,16,16,875151131,"O'Keeffe, Kayleigh",,,Arts & Sciences,,,,,,,
202440,fall 2024,45080,BIOS 045-068,,Introduction to Integrative and Comparative Biology Laboratory,Experiments and discussions related to the topics covered in BIOS 044; emphasis on experimental design and scientific communication.,M,ST 421,,-, ,,-, ,9,18,18,875151131,"O'Keeffe, Kayleigh",,,Arts & Sciences,,,,,,,
202440,fall 2024,43178,BIOS 090-010,,How Can We Harness the Ocean?,"Big Questions Seminars focus on complex questions that have no simple or obvious answers. These can include, but are not limited to, the deep enduring questions that humanity has grappled with for ages or emerging questions of today.",M W,ST 101,,-, ,,-, ,18,18,20,838656287,"Herrera, Santiago",,,Arts & Sciences,,,,,,,
202440,fall 2024,45194,BIOS 090-020,,Who are the Women in Science?,"Big Questions Seminars focus on complex questions that have no simple or obvious answers. These can include, but are not limited to, the deep enduring questions that humanity has grappled with for ages or emerging questions of today.",M W,LL 310,,-, ,,-, ,13,18,20,819918267,"Kowalko, Johanna",,,Arts & Sciences,,,,,,,
202440,fall 2024,43825,BIOS 096-010,,Exploring Chile - LL,"Lehigh Launch: Exploring Chile with Darwin: Unveiling Biodiversity, Evolutionary Marvels, and Conservation Frontiers --- An introduction to Chile's environmental diversity and associated problems. Chile's ecological regions, major groups of plants and animals, biodiversity and conservation issues, addresses natural resources management and environmental policies. Human impacts in the different ecological regions and the socio-political environment. Exploration of the concepts that shaped the Theory of Evolution (formulated during Darwin's visit to the Galapagos Islands) and principal concepts of evolutionary ecology, conservation biology as well as the balance of sustainability and development. Includes laboratory field work.",, ,,-, ,,-, ,9,14,14,866530940,"Lowe-Krentz, Linda",,,Arts & Sciences,,,,,,,
202440,fall 2024,43826,BIOS 096-060,,Exploring Chile - LL,"Lehigh Launch: Exploring Chile with Darwin: Unveiling Biodiversity, Evolutionary Marvels, and Conservation Frontiers --- An introduction to Chile's environmental diversity and associated problems. Chile's ecological regions, major groups of plants and animals, biodiversity and conservation issues, addresses natural resources management and environmental policies. Human impacts in the different ecological regions and the socio-political environment. Exploration of the concepts that shaped the Theory of Evolution (formulated during Darwin's visit to the Galapagos Islands) and principal concepts of evolutionary ecology, conservation biology as well as the balance of sustainability and development. Includes laboratory field work.",, ,,-, ,,-, ,9,14,14,866530940,"Lowe-Krentz, Linda",,,Arts & Sciences,,,,,,,
202440,fall 2024,40575,BIOS 115-010,,Genetics,"The structure, function, and continuity of hereditary information. Classical genetic analysis. Molecular biology of genes and genomes. Population genetics and evolution. Genetics of complex traits.",M W F,WH 303,,-, ,,-, ,183,210,240,858621475,"Tartaglia, Lawrence",,,Arts & Sciences,,,,,,,
202440,fall 2024,40628,BIOS 115-111,,Genetics,"The structure, function, and continuity of hereditary information. Classical genetic analysis. Molecular biology of genes and genomes. Population genetics and evolution. Genetics of complex traits.",M,RB 085,,-, ,,-, ,33,35,40,858621475,"Tartaglia, Lawrence",,,Arts & Sciences,,,,,,,
202440,fall 2024,40629,BIOS 115-112,,Genetics,"The structure, function, and continuity of hereditary information. Classical genetic analysis. Molecular biology of genes and genomes. Population genetics and evolution. Genetics of complex traits.",M,RB 085,,-, ,,-, ,27,35,40,858621475,"Tartaglia, Lawrence",,,Arts & Sciences,,,,,,,
202440,fall 2024,41062,BIOS 115-113,,Genetics,"The structure, function, and continuity of hereditary information. Classical genetic analysis. Molecular biology of genes and genomes. Population genetics and evolution. Genetics of complex traits.",T,MG 112,,-, ,,-, ,33,35,40,858621475,"Tartaglia, Lawrence",,,Arts & Sciences,,,,,,,
202440,fall 2024,41063,BIOS 115-114,,Genetics,"The structure, function, and continuity of hereditary information. Classical genetic analysis. Molecular biology of genes and genomes. Population genetics and evolution. Genetics of complex traits.",T,RB 091,,-, ,,-, ,32,35,40,858621475,"Tartaglia, Lawrence",,,Arts & Sciences,,,,,,,
202440,fall 2024,41064,BIOS 115-115,,Genetics,"The structure, function, and continuity of hereditary information. Classical genetic analysis. Molecular biology of genes and genomes. Population genetics and evolution. Genetics of complex traits.",T,RB 091,,-, ,,-, ,24,35,40,858621475,"Tartaglia, Lawrence",,,Arts & Sciences,,,,,,,
202440,fall 2024,41958,BIOS 115-116,,Genetics,"The structure, function, and continuity of hereditary information. Classical genetic analysis. Molecular biology of genes and genomes. Population genetics and evolution. Genetics of complex traits.",W,ST 101,,-, ,,-, ,34,35,40,858621475,"Tartaglia, Lawrence",,,Arts & Sciences,,,,,,,
202440,fall 2024,40576,BIOS 116-060,,Genetics Laboratory,Introduction to model organisms; techniques used in molecular genetics; experimental design and scientific communication.,M,ST 431,,-, ,,-, ,18,18,18,879180241,"Trimarchi, Jeffrey",,,Arts & Sciences,,,,,,,
202440,fall 2024,40577,BIOS 116-061,,Genetics Laboratory,Introduction to model organisms; techniques used in molecular genetics; experimental design and scientific communication.,M,ST 441,,-, ,,-, ,16,18,18,879180241,"Trimarchi, Jeffrey",,,Arts & Sciences,,,,,,,
